# dom1_core dom2_core
29.342539 26.400931
29.705540 26.229634
29.018067 26.435602
29.182134 26.168273
28.249171 25.999081
27.626294 25.001489
28.547585 25.785251
29.225180 25.940591
29.241104 25.755246
28.720523 25.661471
30.149227 25.356441
29.698151 26.462619
28.554846 26.255282
28.675936 26.343538
27.771958 26.059637
27.519519 25.226894
27.405966 25.815741
26.869545 25.355368
26.106119 25.807193
25.454627 25.419666
26.490426 24.938260
27.038544 25.345924
26.745182 25.746929
26.617667 26.200096
27.565860 25.733477
28.050112 26.027044
27.161818 25.214602
28.055732 25.836025
28.219096 26.061912
27.606049 25.806492
28.441760 25.918515
27.988886 26.315960
28.587876 25.679201
28.093338 25.016761
27.235361 25.997220
28.123572 26.162052
29.051439 25.665684
28.527624 25.802390
28.253188 25.819815
29.094697 26.190456
28.517750 25.602481
28.485893 26.470514
28.950004 26.387874
28.083475 26.598462
28.516402 26.824410
27.671160 25.786708
28.946673 25.407388
27.794828 26.285126
27.957315 25.426066
29.002185 26.077173
28.555776 26.404583
29.497749 26.099362
29.670056 26.478521
30.437189 25.688397
30.716487 26.278431
30.441431 26.031297
29.977301 26.333450
29.877682 26.650074
29.984961 25.712931
29.832639 27.059394
30.643373 26.836227
30.023283 26.484752
30.105942 26.654239
30.927981 26.838050
29.894920 26.475613
29.799746 26.138113
29.333943 26.228344
29.909498 26.406096
31.185003 25.795286
30.649096 25.726033
29.397651 26.428418
29.727105 26.649287
28.922385 26.371930
30.403526 26.255092
28.561138 26.097829
29.281790 25.802556
30.360975 25.498042
30.519007 25.137605
30.866225 24.718984
31.359417 25.537049
30.616889 25.803869
30.311617 25.410073
31.329606 25.616147
30.672629 26.078058
30.374141 25.888703
29.767751 26.059943
28.868197 26.242651
30.577835 25.784252
30.845637 25.815560
30.808667 25.745197
31.275315 25.320385
29.427654 26.114744
28.982258 25.799835
29.965118 25.312007
29.092844 25.327370
30.272044 25.089725
30.577745 24.093618
30.160240 25.808635
29.209417 25.266734
28.571915 25.050782
28.940192 25.223427
29.748814 25.569051
29.805143 25.633237
28.868564 25.977460
29.022023 26.172299
28.637322 26.392514
29.673839 26.370466
29.006712 27.073008
27.932387 26.749013
28.590241 27.521619
29.772992 27.085138
29.853868 27.034015
30.006986 26.782588
30.914167 26.850625
30.894763 26.402769
30.870794 26.049372
31.768294 26.508056
31.019736 26.188159
31.429329 26.506973
30.907398 26.721441
30.826719 26.347794
31.364114 26.188318
31.106550 26.628891
32.031312 25.948562
32.430152 25.554646
32.662152 25.133459
32.744119 26.607330
31.096117 25.941158
31.555125 26.075273
31.678229 25.816439
31.317861 26.893581
30.710469 26.320947
30.207127 27.066479
30.235828 26.659062
29.825751 25.916414
29.355072 26.213113
30.310787 25.807004
30.358152 26.334589
28.745855 25.963170
29.598126 25.554466
30.505499 25.177844
30.375928 24.540619
30.807104 24.825803
30.387438 25.511310
30.640295 25.079623
29.841138 25.791254
30.260360 26.416529
30.322000 26.406081
29.279411 26.280150
28.816147 25.609521
28.403163 25.764599
28.312166 26.318223
28.989537 25.500851
28.868081 25.938664
27.539541 25.735804
28.898468 26.408793
29.326968 26.412693
27.857530 26.132647
29.622122 25.759129
29.572004 25.692393
29.044297 26.031729
29.668521 25.491475
29.340571 25.679507
30.091227 25.340563
29.605612 24.689662
28.963744 25.552927
29.887489 24.354767
29.130391 24.632629
28.943902 24.482730
29.807976 24.210637
29.561224 24.888274
29.254891 24.651745
29.425453 25.509381
30.243286 25.093602
29.271900 25.071489
30.052245 25.563824
29.334512 25.041022
29.255119 24.531198
30.168760 24.385835
29.435279 24.872971
29.416054 24.301649
29.571435 24.948613
29.269949 24.299516
29.685679 24.149361
29.066445 25.143179
29.355391 25.245331
28.967125 24.670111
28.671816 24.865222
28.350722 24.482964
27.667037 25.106113
27.017583 25.237092
25.884126 25.205696
25.404088 25.033573
25.469954 24.423148
26.555697 24.225784
26.468300 25.014290
26.920637 24.496703
26.390168 23.924946
26.127968 24.413069
24.667629 25.252777
26.008734 24.165600
26.039048 24.433053
26.511319 24.585276
26.120904 24.598026
25.089068 24.876152
24.087789 24.767941
25.358492 24.214472
24.902403 24.812344
24.261134 24.423490
24.452823 24.598095
25.074118 24.634940
25.173481 25.138832
25.246057 24.984843
24.328115 24.842808
25.868026 24.460391
24.718059 24.944999
24.902177 25.125523
25.029393 25.672173
24.649465 25.008744
24.347402 24.916827
23.994806 24.314732
24.046257 24.399247
23.756129 24.718512
23.720641 24.807229
23.818823 24.176659
23.931073 24.593859
24.827861 24.416559
25.069320 24.199726
24.574764 25.152097
24.040731 24.569361
24.982801 24.822582
25.360872 25.273849
26.052363 24.168833
25.326816 24.374833
25.690233 24.429860
25.584864 24.315499
24.767677 25.500382
25.669032 24.746264
24.792685 25.350834
25.079576 24.115379
24.983709 24.061522
24.608013 24.295344
25.810583 23.880811
26.848695 24.090996
26.749529 24.757224
25.812020 24.382379
25.335472 23.909465
26.372631 24.168033
27.041112 23.900514
26.897488 24.281941
26.412800 24.504193
27.104397 24.193541
25.794802 24.247624
26.089631 24.259078
25.865082 24.948579
27.258332 24.136087
26.953779 24.959973
26.757564 24.993619
25.624093 24.684980
26.105647 24.755195
26.057255 24.443896
25.267163 24.146210
24.568678 24.822072
25.482281 24.354402
24.934469 24.299054
25.455698 23.586328
25.594688 24.104991
25.507689 23.892561
25.525633 24.183013
25.740013 23.549850
25.478672 23.544001
24.449660 23.894469
24.123077 23.734352
23.881648 24.633033
23.826328 24.688947
24.487519 24.945278
24.333725 24.981941
24.208448 24.738697
24.499319 25.471229
24.918324 25.536749
25.296687 25.588494
25.182866 24.866997
25.130531 24.848218
25.801225 24.873434
26.129869 26.082387
26.280226 25.190293
25.802722 25.269980
25.422430 25.366982
26.245375 24.355259
26.576523 24.337340
26.578373 25.284537
26.093924 24.136850
26.172129 25.111593
26.216123 25.323394
26.328809 24.941473
25.885130 25.839028
25.270030 25.507546
25.535972 25.108061
25.976592 25.104443
25.654103 24.713558
24.542851 24.787804
24.805872 24.504597
25.601047 24.374400
24.943559 24.370686
25.859387 24.289309
25.258377 24.444064
25.149512 24.115443
24.344690 23.621069
23.947090 23.827616
23.745471 24.128938
25.079424 24.901320
24.654579 24.212320
24.042989 24.093185
24.093203 24.952899
24.450332 24.658337
24.247102 24.702940
24.655945 24.245132
24.617413 24.025482
24.292341 24.082655
24.012518 24.583178
25.115661 24.798007
25.044268 25.316481
25.746732 24.603926
25.158887 25.238419
25.962358 25.030821
25.974529 24.688481
26.281497 24.787913
25.811325 25.220145
26.055512 25.377981
26.594037 24.901418
26.266431 25.633673
27.604434 24.786039
28.130155 24.322364
28.236354 25.350729
27.238597 24.849312
28.127716 24.989184
27.400760 24.861235
27.609963 25.324069
27.020768 24.764535
27.296651 25.484083
27.693535 24.556687
27.164386 24.930704
27.537885 24.834447
27.141368 24.216796
26.995565 24.662474
26.732882 25.001882
26.251294 24.387264
26.503020 25.392580
27.210279 24.788655
26.650267 25.051376
26.879540 24.770257
28.211526 24.227362
28.448407 24.429500
27.918379 24.005545
28.012831 24.206844
28.581539 23.966217
28.899800 25.010532
27.783067 24.475184
28.130335 24.740856
28.514708 24.773347
27.864676 24.500782
27.648904 24.587211
26.922077 25.007943
27.514359 24.447121
28.299721 24.864588
27.569645 25.110358
27.134651 24.754640
27.747056 24.955909
27.134399 25.545786
26.853646 25.811582
26.470508 24.736681
26.179346 26.209242
26.054100 26.029054
25.701090 25.138032
25.534267 25.267877
25.513106 25.076426
26.146228 24.511955
26.556800 24.975659
26.703702 25.460011
26.726170 24.502949
27.438645 24.446760
25.860182 25.095310
25.400385 26.115383
26.311125 24.960106
27.195562 24.922807
27.687042 24.403999
27.418392 24.939785
28.107478 24.177832
27.232415 24.855145
25.991378 25.039889
26.649297 24.650883
26.732194 25.261598
27.280199 24.834463
27.541718 25.224911
27.210989 25.112737
27.158789 25.002031
27.897749 23.978681
27.283999 23.920954
26.782405 24.907452
26.686030 24.642364
26.979981 24.882626
27.470928 25.235401
28.263279 24.457684
27.021678 24.305176
27.091256 24.562308
25.722242 24.338983
27.839552 24.682893
27.198251 24.530224
27.706460 24.107204
28.184042 24.086667
28.484328 24.472400
29.025194 24.474948
28.854930 24.790187
28.648822 24.699268
28.361689 24.557942
28.769946 24.673400
27.956230 24.372381
27.825952 24.575074
27.371934 24.577963
27.911834 24.647267
26.582741 24.502348
28.087127 23.510409
27.482505 23.523729
27.197753 23.050861
28.826060 23.396790
28.042700 23.209008
27.803535 22.960061
27.980646 23.449682
28.796938 23.139096
28.244523 23.161322
28.653482 23.813608
28.773214 23.351959
28.780050 24.011089
28.942882 23.323565
28.122650 23.570346
27.804166 22.806196
27.645239 23.162707
26.929292 23.589858
26.683315 23.857959
26.822216 23.866253
27.022059 23.924174
27.146352 23.459701
26.611630 23.514506
26.817600 23.388877
26.785674 24.244128
26.231744 24.523074
27.618657 24.089131
28.161519 23.982747
28.720314 24.112242
27.804471 23.013269
28.432830 23.677057
28.627561 23.492555
28.082944 24.338187
27.568650 23.096598
26.369004 23.986097
26.298481 24.049282
26.545328 23.686352
27.381305 23.760091
27.782567 23.469426
27.711267 23.519015
27.509020 23.466859
27.286229 23.417231
27.604492 22.777250
28.137400 23.584296
28.429515 23.267041
28.199441 23.305437
26.737631 23.113741
26.522646 23.325093
25.362696 23.305851
24.313686 22.793458
25.180831 23.096773
25.773979 23.302382
25.664230 23.501394
25.684777 22.923125
25.824221 23.178111
27.162933 23.534308
26.605864 22.733903
26.391742 22.840727
26.941631 23.324638
26.662526 23.649920
27.398455 23.187210
27.947519 23.159616
27.976382 23.020497
27.540872 23.077115
27.079341 23.909875
27.483086 23.528361
28.416597 23.733727
27.823932 24.164575
27.044843 24.287913
27.503225 23.560212
27.037258 23.160054
28.437160 23.233118
28.865281 23.133640
28.813338 22.799769
28.472972 23.087707
27.932234 22.940208
27.499298 24.020128
28.939182 23.485206
29.678806 23.261682
31.188886 23.458341
29.161294 23.164689
30.547027 23.591523
29.584664 22.888185
29.323577 22.785820
29.959784 22.229094
28.893376 22.827020
27.881702 22.604910
28.518814 23.469079
27.085925 23.322740
26.549789 23.742068
26.365847 23.980645
26.043343 24.016784
26.600050 23.023155
26.517615 23.652803
27.037405 23.751953
26.642367 24.203291
26.925565 24.036056
26.894460 23.718681
26.853582 23.814220
26.979321 23.492981
26.639433 23.964671
26.220361 23.662824
26.588280 23.294622
26.730554 22.760513
27.446435 22.878294
26.843956 23.544065
26.684590 23.536459
25.965084 24.035173
26.497884 23.440775
26.825898 23.066216
25.991850 22.960929
26.298660 23.422718
26.615544 23.894740
27.044991 23.396525
27.359856 23.320800
26.665630 24.003729
26.891670 23.059939
26.407249 23.200237
25.955385 23.141344
26.332940 23.431531
26.680760 23.117295
26.537471 22.936652
26.111159 23.647869
25.807080 22.921337
26.101163 23.006108
26.332980 23.589069
26.359857 23.621559
25.802469 23.295640
26.978928 23.475053
27.316212 22.961679
27.042860 23.065610
27.252814 23.736947
26.206733 24.264780
27.247880 23.232413
26.972027 22.871055
26.238597 22.746934
26.627757 23.004102
27.813137 23.021741
26.866976 23.561690
26.280126 23.658864
26.655171 23.164772
26.235530 24.213519
26.891364 23.146423
27.095683 23.393127
27.195498 23.251478
27.591909 23.204107
27.075699 23.786615
27.949952 23.056259
27.167722 23.727356
27.316383 23.043146
27.870425 23.168192
27.351455 23.498782
27.614579 23.791547
27.166987 23.647322
27.352009 23.419236
27.497048 22.468623
27.543633 22.803614
27.550097 23.027250
27.987149 23.109020
27.434152 24.221827
27.757233 23.644404
27.604815 24.046593
28.511042 23.842166
28.374045 23.724921
28.201371 24.092269
28.787132 23.798512
28.863151 24.051401
29.827307 24.014794
29.136481 23.903884
29.166323 23.672207
28.243339 23.018384
26.151166 23.701466
25.301207 23.602780
25.104235 23.788831
26.103988 24.002086
25.570904 23.279161
27.451887 24.275160
26.325275 23.925786
25.912460 23.627087
26.466320 23.352188
24.855092 23.575022
25.317480 23.288566
24.146657 23.537857
24.534636 24.476409
24.113772 23.781480
24.867439 23.507265
24.426909 23.800922
24.888037 23.699918
24.094679 23.676492
24.207608 23.456113
24.310733 24.097523
24.791718 23.529450
24.504709 23.551067
25.456559 24.233326
25.451015 23.443566
24.753469 23.174069
24.901852 23.884865
25.491732 23.361281
25.052725 23.443645
23.542030 23.621343
23.376271 23.532771
23.583765 23.697378
23.917929 23.595015
24.524536 24.112395
23.707741 23.209299
23.924838 23.428078
23.563893 23.719006
23.135485 23.575271
22.624539 23.928239
23.071567 23.436435
22.811889 24.256419
22.671861 24.599139
23.810628 24.278838
23.400633 24.173753
24.684734 23.445097
24.075867 23.300699
24.501747 23.095285
24.276380 23.908508
24.120352 24.003791
25.256985 23.347853
25.027763 23.395677
24.823631 24.123783
25.672752 23.699670
24.859351 23.392384
24.538140 23.337817
24.465993 23.415491
23.268545 23.493981
23.129445 23.735315
23.731544 23.474280
22.898974 23.604043
22.875405 23.039931
23.310011 23.218407
23.831577 23.574959
24.451874 23.524100
25.663745 23.589555
25.381890 23.425835
24.501584 23.302174
23.345218 24.084378
23.780893 23.281974
23.887319 23.803783
23.465081 23.830418
24.189613 23.277402
24.325290 23.493412
23.986625 23.723603
24.905203 23.599151
24.540315 23.661159
25.293005 23.500027
25.331033 23.811212
26.077198 23.957306
25.450287 23.915824
25.704619 23.881186
25.026274 23.915794
25.428338 23.693097
24.943817 23.958449
24.924470 24.829964
24.930896 25.101914
24.958603 24.061618
25.988713 24.203370
25.799108 24.295488
25.887862 23.483878
25.835286 23.904720
25.630485 23.892432
24.744894 24.309047
25.416181 24.274658
24.743237 23.685394
25.576765 24.088059
25.345885 23.359333
25.577275 23.888403
25.334775 23.913029
25.522412 23.882088
26.800688 24.237460
26.476188 24.390598
26.376743 23.960504
26.944230 24.326739
28.157901 23.643392
28.141745 24.216104
27.953402 23.928736
28.694601 24.357919
28.173796 24.628883
27.015178 24.379907
26.086331 24.164438
26.101536 24.337859
24.690544 24.103384
25.310543 24.437812
25.145908 23.894947
24.707636 24.285142
23.778947 24.387513
24.291682 24.542554
24.257186 24.294711
23.972591 24.345503
23.349261 24.033208
24.814433 23.943504
24.397455 24.191010
24.452307 24.192585
23.560351 24.238468
24.423684 23.399823
24.235041 23.724518
23.943989 23.346171
23.742931 23.578220
23.388692 23.411329
24.371401 23.532641
23.717793 23.716726
24.236457 24.213725
24.062266 23.657124
24.469180 23.320670
24.080033 22.612958
23.798836 23.121923
23.790596 22.769970
23.573235 23.077192
24.029969 22.867017
24.708180 22.491355
23.765356 23.481435
23.446386 23.197667
24.003172 23.463959
23.881558 23.569383
23.321071 23.197915
23.679069 23.456806
23.141098 22.682841
25.511196 22.534603
25.013099 22.877361
25.090001 22.982307
24.475093 22.744050
24.467203 23.135509
24.681747 22.811337
23.830533 22.510307
24.798514 23.549859
23.989882 23.258474
24.462044 23.241560
24.414887 23.465505
23.996000 22.981860
24.798408 22.883708
24.485587 23.316308
24.486728 23.968156
24.694526 24.382326
24.237530 23.657613
25.291625 23.825980
25.261031 24.020970
24.628622 23.982845
23.745290 23.645271
23.997283 23.808677
25.392411 23.545881
26.114815 22.317221
24.292750 23.367829
24.464162 23.535211
24.732463 23.411312
23.806582 23.495192
23.664507 23.076384
22.985412 24.192077
24.080140 23.382475
23.619977 24.023563
23.443701 23.896796
23.953726 23.546628
23.407929 23.805687
22.985215 23.681778
23.275405 23.688014
23.216185 23.331631
22.728983 23.814456
23.316233 23.177448
22.784136 23.974207
22.469042 24.420863
23.066320 24.212958
22.459086 24.401148
23.138381 24.980898
24.634687 24.732893
24.386970 25.277812
24.526064 24.831028
23.865614 24.679928
23.320515 24.884203
23.636918 24.160408
24.471621 24.696537
23.999855 25.478867
23.425681 25.403875
24.139754 24.719416
24.668289 23.821673
25.101373 24.649456
24.455360 25.106875
24.649278 25.247697
24.346859 25.163129
23.918084 24.762620
23.446990 25.248912
23.066781 24.817924
23.220486 24.663827
24.363401 23.750609
23.554279 24.934234
23.335139 25.026919
24.457259 24.091016
24.698905 24.516348
24.688486 24.028312
24.478201 24.806121
25.415478 24.316018
25.611515 25.019998
25.738919 23.887374
25.378411 24.274827
24.810541 24.611143
25.750256 24.096987
25.796569 24.262078
25.509101 24.778590
24.734740 25.122429
25.008342 24.825244
25.463822 24.303209
23.990367 25.148796
23.714040 25.477646
24.336653 25.285646
24.456974 24.794152
26.157420 24.660369
25.682933 24.673819
25.744414 24.666981
25.378550 24.155423
26.738468 24.899068
26.989994 24.871538
25.670421 25.098647
25.435739 25.094780
25.559747 24.390890
25.403140 24.022547
25.038077 24.390840
24.487476 25.127184
23.259606 25.180585
24.594027 25.471192
24.793506 25.560088
24.397609 25.177739
23.815248 25.703843
23.415156 25.953599
23.570400 25.378815
23.074117 24.572220
23.165725 24.264759
23.612351 24.263593
24.226248 24.355632
24.175266 25.154828
22.665530 25.538964
23.086917 25.215708
23.272507 25.537051
23.012220 24.517619
24.318350 24.519581
24.012027 25.076274
24.341711 24.987179
24.035717 25.485066
24.485482 25.160964
23.751969 25.290848
23.677457 25.510338
22.988037 25.398660
22.637799 25.169317
23.347741 24.984748
24.573659 25.152973
24.719445 24.894136
23.708794 24.802911
23.723629 24.985088
23.583863 24.672377
23.424317 24.880707
23.252617 24.421006
23.704595 23.796164
24.560510 24.407568
25.032871 24.378114
24.676831 24.445981
24.292889 24.759172
23.728070 24.302223
24.103792 24.346293
23.955647 24.609007
22.783709 24.992826
23.683598 24.850788
23.532757 24.701496
24.379409 24.909711
24.138841 25.339693
25.026696 25.171129
24.532124 25.066896
23.832603 24.815985
24.162252 24.930493
23.958067 25.175372
24.335501 25.120262
23.887544 24.669806
24.020753 24.553013
23.236196 25.464148
23.582364 25.154496
23.549816 25.719135
23.733553 24.887081
24.219930 24.709642
24.235283 24.528465
25.511303 24.593346
24.909506 23.970456
23.445989 24.863817
24.525401 24.828463
24.013712 23.944116
25.574501 23.593883
23.925979 24.774976
24.202084 24.456479
24.079204 24.832404
23.965671 25.519183
23.821527 25.150093
24.107392 25.010994
23.010950 25.440517
23.618479 24.665326
23.003517 23.996323
23.501209 24.237974
23.491048 24.699150
23.812188 24.766386
23.479849 24.777000
24.199949 24.974695
24.097814 24.957558
25.260494 24.707005
23.311288 24.450244
24.238900 25.127644
