# dom1_core dom2_core
24.406953 25.383178
24.947896 24.796859
23.400068 25.384337
23.063644 25.288599
23.347988 24.972505
23.029102 24.833599
23.706476 25.151049
23.923269 25.244927
23.509005 24.781257
23.057366 24.799981
23.498447 24.962603
23.672236 25.132766
23.450198 25.915433
23.603392 26.769279
24.334554 26.893604
22.974899 26.898707
23.868306 26.780050
23.319717 26.346281
23.452117 25.762895
23.967009 26.091948
23.595230 25.758510
24.347534 25.148699
24.822169 24.861412
24.828314 24.854085
24.169139 25.559015
23.813310 25.839909
23.729125 24.929991
24.128167 25.263261
24.533361 25.019583
24.703026 24.365780
24.024291 24.648827
23.720789 24.900120
22.785509 25.093628
22.949625 25.126371
23.048844 25.526067
22.590118 24.963437
22.384972 25.483884
23.429590 25.215217
23.563107 25.536856
22.673623 25.458007
22.383907 25.137326
23.298787 25.232591
22.780915 25.422623
23.468571 25.320312
23.650829 25.746392
23.086534 24.965820
22.624595 25.741459
23.098740 25.915788
23.755733 26.212664
24.325301 25.208617
23.928460 25.769641
24.579384 24.963002
23.713411 24.899261
23.130232 24.993258
23.553759 25.671792
24.936293 24.915849
25.164814 25.058463
24.740089 26.290728
24.365058 26.388100
24.667646 25.936446
24.476226 26.037155
25.616327 25.123720
24.904730 25.757756
24.721497 26.109448
24.865783 25.849324
24.677975 25.416179
24.971096 26.212253
24.321973 25.245347
23.968558 25.356402
23.758046 25.482655
23.247055 24.617540
23.821716 24.956931
24.131317 24.324298
24.165442 25.188816
23.621616 25.249128
23.606240 25.405217
23.337246 25.560981
23.332116 24.879924
23.980760 25.222290
24.713295 25.061648
23.679614 25.398429
24.212491 25.410994
24.282507 25.524010
24.515069 25.419371
24.508051 25.142972
24.653477 25.099190
24.744190 25.165134
24.622452 24.942620
25.283731 24.633266
24.640888 24.625053
24.298681 25.143133
24.861502 25.284874
24.670694 25.068545
24.718603 24.889334
25.433945 25.062169
24.434640 25.143813
26.099432 24.926732
25.978710 25.471517
26.510961 24.309798
25.495371 24.303219
25.855817 24.786767
26.194519 24.818524
24.495709 25.139345
24.871368 24.912644
23.812390 25.337406
24.809184 24.931769
25.764390 25.301742
24.476641 25.655032
25.590836 24.782646
25.639904 24.669354
25.740219 25.160337
25.875764 25.166785
26.688239 24.539863
27.307419 25.313196
25.604462 24.273488
26.259068 25.191908
25.942595 24.839861
26.438489 24.413751
25.210635 25.648145
25.626591 25.137291
25.488088 25.313799
26.280117 25.557446
25.344535 25.081157
25.602705 25.058292
25.797290 25.881290
25.433580 26.043291
25.495328 25.332235
27.125801 25.115747
27.377029 24.566798
27.472429 25.171721
26.951483 25.340755
26.211245 26.536520
26.121089 25.690872
25.482572 26.026022
25.989503 25.014340
26.140842 26.116193
26.531469 25.621347
25.716990 25.295685
24.737369 25.776580
23.714639 26.175449
24.376473 26.053360
25.088867 25.731093
25.950412 26.185826
25.411364 26.316824
24.653519 25.543848
24.603164 25.869189
23.889786 25.477900
23.995021 26.101097
25.108961 25.642191
24.791326 26.216670
25.090568 25.457708
24.536162 25.146772
24.465872 25.558929
24.683512 25.447815
24.732087 25.596554
25.482154 25.130743
25.657156 25.436727
26.628098 24.972444
25.169270 26.026207
24.706467 25.897775
24.490758 25.627936
24.257636 26.238026
24.756831 25.836226
24.499446 26.117047
24.837304 25.274765
24.962152 25.185736
24.617953 26.107364
24.553955 25.771566
25.344575 24.729048
26.446347 24.229857
25.543869 24.050477
25.573812 23.975188
25.434914 24.380914
26.011522 24.298412
25.969677 24.584718
26.802770 24.263440
24.968277 24.282510
25.902091 24.505708
25.953523 24.232676
25.846976 24.816835
24.890547 24.537780
25.128976 25.104312
24.392351 25.544126
24.277332 24.645142
24.292445 24.945063
24.590089 24.289429
24.684928 24.107570
25.162628 23.644740
25.262388 25.091963
25.930163 25.607374
24.574677 24.871810
25.455554 25.548526
24.583017 25.277930
23.678159 25.110903
25.251652 25.181535
24.838564 25.354618
24.995044 25.368937
24.714644 24.567043
23.991843 25.612165
24.120496 25.014173
23.805479 25.557826
24.816141 24.630849
25.348709 25.066522
25.069000 25.123348
25.436079 25.551508
25.285159 25.871073
26.240228 25.816386
26.148057 24.771757
25.851105 24.970894
25.460722 25.370824
25.145602 24.816070
24.842803 25.343267
24.666245 25.555424
24.155535 25.730997
24.653165 24.831044
24.722648 25.690342
24.509277 26.287247
25.191480 25.448443
24.919185 25.974893
25.517619 24.899287
25.327837 26.120621
25.261346 25.955490
25.269682 24.907588
26.063054 24.967018
25.001150 25.448038
25.266335 24.226378
26.069620 23.405327
26.798828 24.209524
26.759424 25.062002
26.378749 25.239500
26.096002 25.477809
25.650412 24.830300
25.281712 25.526734
25.610681 26.043167
25.274322 25.422493
25.953562 25.278346
25.802811 24.980950
25.821465 24.486764
25.731402 25.345816
25.212139 25.066399
25.758630 24.603405
25.558538 24.722387
26.847928 24.671671
27.265355 24.827220
26.590005 25.697028
26.302857 25.596969
27.674151 25.309256
27.974249 24.980404
26.756926 24.957705
26.533757 25.242101
26.282315 25.446450
26.316690 24.715306
26.303194 24.781843
25.528741 25.220227
25.309655 24.505820
26.127612 24.171885
26.347406 25.003480
26.316531 24.812784
25.688779 24.604581
26.329019 24.853445
26.517747 25.068924
26.372813 25.010259
27.825942 24.906951
27.395888 24.708108
27.281888 25.774681
27.237725 24.497282
27.221205 25.022978
26.239158 24.679439
26.514268 24.590182
26.829884 25.003616
25.495472 24.880289
26.472266 24.538065
26.761900 24.463487
26.207977 24.547529
26.335398 24.338348
26.630164 24.065394
24.954248 24.980310
24.604568 24.332403
24.878594 25.109464
24.349017 25.318115
23.724612 25.096629
22.711091 25.183133
22.127531 24.895570
21.939429 25.941763
23.101912 25.106078
22.481664 25.597681
23.027145 24.949938
24.982532 24.447597
23.812804 24.392928
23.644445 24.450932
24.117252 24.986731
23.998781 23.926087
23.724302 24.681760
25.067631 24.504596
25.109033 25.247096
26.591712 24.820494
26.346622 24.978396
26.662446 24.889937
26.335537 24.585522
26.123467 25.118503
26.872385 24.689705
26.635693 24.511529
26.199244 24.774088
26.555123 24.310678
26.341768 24.467478
26.360438 24.396656
26.111880 25.213632
25.939696 25.102754
25.776247 25.631623
25.128116 24.510160
24.579352 24.364101
24.776628 24.843776
26.231876 25.091130
25.601689 25.104289
26.264286 25.125160
26.172742 24.888114
26.881452 25.020390
25.958024 24.925647
26.338041 24.849659
26.729795 25.021311
27.400836 24.445802
26.230671 25.106688
26.022125 24.647621
26.596451 25.181779
25.671673 25.006100
25.960664 24.931210
26.357709 24.931338
25.016797 24.860918
25.928993 25.232817
26.041700 25.249611
26.594708 25.218471
25.160051 25.145242
24.622695 25.302869
25.400737 24.928488
25.848856 24.876511
25.966367 25.154392
26.888889 25.283169
27.137012 24.919078
28.183247 24.690064
28.087340 24.897210
27.683944 25.733654
29.035054 24.302497
28.462634 24.733527
27.510314 24.882839
27.864320 25.558853
27.821145 24.936604
27.276667 25.025784
27.313348 24.736899
28.333415 24.492118
27.420462 24.457888
27.497703 24.519548
27.343791 24.951163
27.049768 24.623378
28.221302 24.902592
28.200592 24.702076
28.010947 24.798378
26.767914 25.152845
26.794913 24.869049
27.369274 24.896604
26.922300 25.451213
27.518673 24.800429
27.960091 24.676301
27.353187 24.740788
27.176925 25.589624
28.225972 25.608767
28.180799 25.237196
27.862313 25.495872
28.025610 25.848197
28.739889 25.079910
28.260868 25.094634
29.063842 25.505147
28.624280 25.200421
28.235188 26.089535
28.162228 26.439775
26.979470 26.931489
27.242039 26.960183
28.125363 25.551361
26.914246 25.916085
27.168856 25.745623
28.128209 25.116672
27.966871 25.162191
29.269112 25.197382
28.573953 25.218202
27.423156 25.844712
27.772093 25.567087
27.352818 25.946974
27.125335 25.829630
27.624339 26.088178
27.041989 26.004768
28.421216 25.722945
28.915989 25.995108
27.595060 26.208300
27.500126 26.171748
27.505427 25.544955
27.670435 25.612972
27.660624 26.169168
27.836716 25.834350
27.382495 25.745938
26.296919 25.399889
25.580234 25.444146
25.968900 25.317824
27.061949 25.586398
28.249623 25.366612
28.646304 26.276417
28.217736 25.106801
28.098956 25.224914
28.591507 25.790295
26.875887 26.284789
26.069377 25.265674
27.145072 25.795480
26.427139 25.528744
26.080965 26.024595
26.451715 25.972335
25.782859 25.887337
24.882403 25.520477
26.738000 25.613886
26.295838 24.887548
25.944497 25.488114
25.845626 25.126037
25.975013 25.281100
25.616551 25.654246
25.610272 26.130800
23.789777 26.665152
24.502364 26.223873
24.796577 26.250542
24.792764 25.010786
24.107086 25.128677
23.826717 25.452285
23.744362 25.343461
23.155084 25.111781
24.799601 24.998470
25.388976 24.453617
24.799137 24.735610
24.292412 24.877266
24.394946 24.880591
23.763511 25.432904
24.639493 25.797877
24.034586 25.386874
24.526743 24.626975
24.053307 24.622241
24.177833 24.819672
24.415828 24.786733
25.190602 24.689359
25.416284 25.367744
25.336120 24.861803
25.162952 25.450603
24.582115 25.513586
24.244216 25.394479
24.365987 25.507952
24.484421 24.883835
23.518549 25.600349
23.795069 25.447404
23.900644 24.292141
24.219150 25.053793
24.901611 24.648386
24.422460 25.803236
24.538804 25.290627
24.259793 24.911983
24.806419 25.296599
25.319033 25.122647
24.646702 24.964184
24.095400 24.960560
23.149715 25.716422
23.402248 24.419283
23.936905 25.283168
24.392966 25.145910
24.873146 24.297488
24.538758 24.704324
24.789017 24.936456
25.623836 25.674653
25.263660 24.792182
25.263401 24.987790
25.375733 24.603120
24.827430 25.298271
25.891167 25.085989
24.794526 25.069482
24.404268 25.113627
23.640226 25.874567
24.520232 25.527653
24.790464 25.160317
24.573729 25.777557
24.211677 25.671384
24.802975 25.461411
24.369976 25.908235
25.774952 26.083628
25.746836 25.765953
26.031903 25.772965
25.868106 25.441431
25.464973 26.347705
25.238105 26.156015
26.300414 25.422524
25.783106 25.099335
24.776478 25.627937
25.433572 25.774471
26.167541 25.720860
25.821111 25.085063
25.437263 25.438591
25.849033 25.133014
25.558183 25.271599
25.139788 25.259622
25.660695 24.586754
25.964980 25.470842
25.367685 24.721017
25.852588 26.129778
25.360693 24.917414
25.588127 25.340338
25.193629 26.141030
24.808898 26.202545
23.698880 26.842114
23.646042 25.705601
22.951691 25.798916
23.246977 25.690114
21.601352 25.631106
22.157431 25.861703
22.648478 25.720668
22.121730 25.665949
22.237092 25.260518
22.697939 25.933281
23.107385 26.276487
23.477537 26.347405
24.424805 24.909755
24.242867 25.809160
24.038736 26.182840
24.990144 25.200712
24.363466 25.598437
24.933801 26.009710
24.744328 25.410920
24.476033 25.871820
24.463031 25.047802
24.453655 25.640331
24.769077 26.458525
23.938715 25.609256
23.965603 26.010472
22.384394 25.711172
23.722504 25.300776
24.210795 25.481671
23.611456 25.077172
24.721067 25.128553
25.056841 24.579274
25.934200 24.670513
26.120361 24.455355
25.997389 25.176634
26.585371 25.936513
26.097881 26.069219
25.519130 24.791929
24.177334 24.670578
25.176782 24.987296
25.281501 25.217493
24.115057 25.261409
24.485768 25.020447
24.512153 24.995029
24.831010 25.131354
24.761893 25.833788
24.711668 25.920127
25.848695 24.943583
25.079832 25.578262
25.123573 25.143205
24.662477 25.274713
24.602654 25.057415
24.861394 25.565443
25.245136 25.548099
26.493638 25.612045
25.861370 24.856243
24.837578 25.414336
25.916380 24.924294
25.506421 25.844628
24.440415 25.728666
23.816125 26.160475
23.538743 26.568649
24.719606 25.617958
24.301982 26.333251
23.899789 26.412666
24.220466 25.723367
24.848234 25.785662
23.973613 25.914303
24.405864 25.632461
23.943793 25.501004
23.475636 25.610618
23.584046 25.544495
25.479901 25.510830
24.824131 25.773094
25.347519 25.906919
24.559817 25.788968
25.108745 25.249510
24.962146 25.793341
25.698929 25.838940
27.106187 25.964588
26.704171 25.351802
25.444959 25.407389
25.493416 25.718982
25.427693 25.726538
24.668193 25.984618
26.451804 25.557454
23.796998 25.606976
24.215607 25.483600
23.735990 25.326700
24.696808 25.727918
25.450124 26.752074
25.810616 26.145273
25.582835 26.040574
25.383318 26.616141
25.133057 25.733246
25.489960 25.136798
24.947761 25.239318
24.787312 26.102118
26.331344 25.818152
25.591989 25.183910
25.208853 26.187591
25.211307 25.849717
24.749900 24.896750
25.022604 24.886220
25.045878 25.342825
24.834570 25.792447
25.597954 25.433162
26.138418 26.087362
25.370289 26.089807
24.583293 25.627743
24.798420 24.649772
25.874929 25.292991
25.853800 24.783719
26.419026 24.903268
26.007319 24.709415
26.659523 24.973876
27.349133 25.681578
26.017389 24.940576
25.371739 25.238559
25.583072 24.810063
25.431704 25.155191
26.618099 25.276801
25.961613 25.237761
25.206627 25.505164
26.252076 25.706080
26.084419 25.175363
26.178251 26.012258
24.896655 25.748917
24.911606 25.725866
26.085057 25.813367
25.751554 25.788431
25.188601 26.281696
24.372461 25.849040
24.583442 26.036443
24.302830 26.956799
24.092611 26.872545
24.222670 25.995373
23.826634 26.184732
25.203600 25.464924
24.336416 24.981166
24.753130 25.669527
24.618303 25.687512
24.439470 25.690409
24.496875 25.167256
24.460627 26.340630
24.358796 25.958660
24.472270 26.018312
24.688070 25.167925
24.507483 25.665590
24.070551 26.470275
23.436545 25.672917
23.103778 25.236812
23.535440 25.068183
22.985223 25.202936
22.857037 25.964173
22.618843 26.093170
23.339661 25.617792
23.067570 25.381371
22.959753 24.975846
23.000446 25.356893
22.239410 25.350432
22.639902 25.019454
23.224243 25.718120
23.563636 25.422803
23.341871 26.076810
22.764707 24.806480
23.286978 25.898289
23.299620 25.295227
24.256166 25.791575
23.574381 26.144209
24.425290 26.231223
23.709051 26.369138
24.127881 25.919456
24.396650 27.080756
23.652974 26.112883
23.829818 25.916719
22.565536 25.701423
23.349465 25.452916
24.399091 25.661383
23.306752 26.028604
23.498275 26.353228
23.988220 25.685639
23.920633 25.575703
23.599750 25.878297
23.338931 26.087505
23.353388 26.162638
24.290843 25.843768
24.121364 25.927612
25.133762 25.666357
24.935716 26.256171
25.440578 26.209489
24.145236 25.607001
24.098600 25.843580
22.984448 26.208667
22.878681 25.445388
23.630264 26.104372
23.946075 25.843330
23.763781 26.857933
24.356449 26.523707
22.990823 27.022704
21.823615 26.441425
22.198323 26.026435
22.190447 26.230948
22.684807 26.773496
23.643574 26.605704
23.977852 26.015368
23.882217 26.852406
23.469518 26.167888
25.045510 26.362699
24.985208 26.678080
25.188745 26.893440
24.807113 26.600948
24.799649 26.419178
24.192140 26.546400
25.057828 25.916790
25.493346 25.764325
25.271421 25.536461
24.659976 25.691647
25.007923 25.718087
24.665062 26.605895
25.036626 26.676558
24.797390 25.727562
24.408019 25.666537
23.495368 26.136507
22.892602 26.225142
23.316377 26.350575
22.973032 26.265090
23.121471 25.793825
23.365411 26.336124
22.637905 25.890966
22.609914 26.157396
23.781810 26.164152
24.277861 26.230098
24.371566 25.954570
24.302856 25.988054
24.534147 25.021331
25.206217 25.284547
24.785253 25.824555
25.155254 25.665120
23.753378 25.560762
24.353926 25.097856
23.263493 24.122422
23.100808 24.697553
23.358190 26.306883
23.800512 25.940197
23.848089 25.496396
23.049003 25.728415
24.127511 25.372328
23.713311 25.570697
24.472994 26.189847
24.704863 25.877265
23.270335 25.654479
23.404074 26.091753
24.425370 25.656110
24.689559 25.669889
23.862275 26.433834
24.178289 25.714757
23.771942 26.009140
23.166897 26.259121
22.997352 25.761364
22.930607 26.195994
22.964884 25.522193
23.886840 25.771667
23.568000 25.842029
24.708514 25.483988
24.965433 26.110296
23.549574 25.643943
22.832176 26.382031
23.304611 27.290391
24.290366 26.413130
23.763741 26.906781
24.198987 26.945218
25.063566 26.891759
25.380765 26.702257
25.408027 26.769121
24.468896 26.228308
24.526448 26.442796
25.069902 25.592172
24.892635 25.690037
24.984930 25.608048
23.895932 26.200617
24.238745 25.531119
24.285200 25.742837
23.622331 26.379335
23.172130 25.529814
23.765677 25.110696
24.181248 26.259442
24.202161 26.679426
24.969368 26.195566
25.038756 26.414275
24.504785 26.544186
24.378403 26.914242
24.604473 26.447913
24.324764 25.627209
24.320777 25.837338
23.148630 26.337045
23.212814 26.436889
24.148759 25.858457
23.177528 25.647773
22.360799 26.244898
23.202902 26.112497
24.058701 25.724537
24.449740 26.155430
23.935794 25.378909
23.811599 26.295053
22.817096 25.174604
23.817848 25.769560
24.173989 26.099569
24.022714 25.817387
24.179594 26.213157
25.408069 25.733590
24.271952 26.792599
25.221438 25.631894
24.799458 25.804255
24.928355 26.153252
24.920576 25.918843
24.841302 26.481983
24.777746 26.275167
24.932277 26.626571
24.940586 25.457935
23.612423 25.915220
23.973879 26.462111
23.190776 26.316864
23.902035 25.795867
24.561686 25.943372
23.979916 25.979621
23.841062 26.131700
23.580701 25.823914
24.442824 26.168379
24.890481 26.086574
25.267826 26.065510
25.983852 26.019059
25.158347 26.447774
24.406805 26.915438
23.900294 26.281263
23.774237 26.531598
24.340169 26.117824
24.915872 26.910758
25.442897 26.857090
24.161401 27.052066
23.850175 27.143727
23.937258 26.800262
24.029119 27.119068
23.814812 27.125492
23.662753 26.688731
23.871472 26.595261
25.129113 26.146662
24.288108 27.227920
24.394648 26.813600
24.758457 26.774626
25.116135 25.924705
24.704581 25.554032
25.545791 25.705462
25.709622 26.152109
26.168717 26.197380
25.392445 27.222858
25.114866 26.500544
23.994738 26.067364
25.142350 25.282249
25.266666 25.689119
25.530240 25.946710
24.963114 26.155270
24.799534 26.185789
24.925482 25.939092
25.977376 26.025988
26.505315 25.837767
26.428401 25.548836
25.322707 25.642036
25.608752 25.222699
26.080939 25.180281
25.262547 25.294741
25.910721 24.217707
24.528616 25.454046
23.735794 25.227267
24.291476 25.128971
23.407872 24.538576
23.655769 24.900029
23.184464 24.520724
25.042524 24.246150
24.590807 24.223590
24.157637 24.498740
24.870359 24.538991
24.132709 24.586381
23.671289 25.264824
24.235476 25.049482
24.748894 24.955691
23.951657 24.716681
24.305797 24.529811
23.997164 24.638732
24.232873 24.967587
24.373222 24.649755
24.125393 24.571537
23.376244 24.315176
23.076095 24.245248
24.100321 24.679829
23.599727 24.900000
24.232084 25.253388
23.002385 24.459073
23.207020 24.098327
24.029631 24.363656
24.484341 24.460954
25.242883 24.779925
25.507179 24.606956
24.876489 24.815294
25.933001 24.800528
24.701162 25.677758
24.769010 24.547083
24.456096 24.980530
25.137600 24.931328
24.503042 24.401965
24.654676 24.787212
25.087166 24.516116
25.797456 24.722367
24.757796 24.875579
23.534636 24.888179
23.738521 25.446786
24.407292 25.064327
23.961267 24.771505
24.045213 25.522873
23.485758 24.872238
23.475205 25.278176
22.601922 25.387621
23.406599 25.325843
24.936956 24.977724
24.175127 25.540117
24.021275 25.148167
25.062808 26.013483
24.501439 26.259708
24.737490 26.082288
23.757077 26.250899
23.468734 25.719332
23.814501 26.436126
23.478355 25.527810
23.604441 25.856578
21.978946 26.459370
21.779291 26.334640
23.096206 26.190072
24.182446 26.162067
23.963286 26.585494
24.271808 26.425564
24.902136 26.318148
24.457871 27.153666
25.221646 26.069209
24.350583 26.036743
24.511917 26.249880
24.215043 26.488652
24.185644 26.815197
23.919569 26.890154
24.304109 25.864639
24.036261 25.857224
25.559694 24.995907
25.165354 25.146508
25.688165 24.825055
27.271582 24.962982
26.704559 26.230269
26.428749 25.580984
27.438777 25.635489
26.083026 25.473598
25.649787 25.416267
24.657838 26.349966
24.598059 25.909311
23.573926 26.259739
24.368031 25.698859
24.312501 26.028560
25.078984 26.745710
24.982055 26.236965
25.118589 26.725519
24.297956 25.688605
24.528782 26.194578
24.621184 24.714582
24.463589 25.782646
25.082308 25.545855
24.631462 25.900670
25.548070 25.974785
25.351594 25.518242
26.088000 26.506895
26.736864 26.038536
26.784582 25.919830
25.540027 25.636817
25.708590 25.629253
24.705877 25.616754
25.181592 25.565357
25.385506 25.771067
25.462702 25.761007
24.959786 26.547125
25.040684 26.322585
23.652678 26.499927
24.484361 26.473327
24.733397 26.805961
24.340353 26.013666
24.262809 26.337155
24.293661 26.338131
23.638623 26.023696
24.301483 27.065310
24.726210 26.361179
25.529447 26.297115
25.995390 26.554938
26.344029 26.170611
26.311714 25.853667
26.531658 26.634686
25.803359 25.818202
26.269160 26.234650
25.704578 26.421353
24.846329 26.197207
24.875690 26.032364
25.982819 26.585361
26.124516 26.637468
25.893164 26.699147
26.858711 26.196091
26.542171 26.719642
26.810692 26.143388
26.636067 26.080174
26.409953 25.856252
27.021938 25.866618
27.635935 25.691504
28.552564 25.148977
26.806308 26.797185
25.226230 26.351684
24.819254 25.689070
24.630516 26.704870
25.155040 27.069415
26.670654 26.130294
26.108241 26.278743
25.636737 26.202794
26.532988 26.659338
26.347246 27.225987
26.796112 26.590448
26.610564 27.126251
27.687025 26.144937
27.455955 26.081190
26.710734 27.091010
25.622775 26.901089
24.740108 25.985488
24.406706 26.151992
25.329450 25.991177
24.647301 26.432335
25.126958 25.613917
25.100205 25.810864
25.378101 26.357866
24.743296 27.113761
24.721727 26.217927
24.813034 26.184384
24.907018 25.498750
23.729493 26.411236
24.205703 26.287828
24.224927 25.982564
24.656949 25.423322
24.414421 25.666391
22.714179 25.720311
23.291167 25.419103
23.099898 24.927322
23.765200 24.838578
23.574665 24.839460
24.221861 24.499342
24.189716 25.311171
23.577446 25.513411
23.560777 25.301388
25.007412 24.708995
25.868432 23.680944
24.690652 23.956680
24.136883 23.927053
25.361093 23.696228
25.149648 23.940224
24.143278 23.876736
23.415749 23.701434
23.094650 24.887986
23.466299 24.917528
23.992174 25.114401
23.808023 26.342966
24.056516 25.605227
23.245835 26.074105
22.838519 26.049935
22.978092 25.773259
23.434936 25.248964
22.294609 25.205720
23.585699 26.237458
23.681926 25.713373
23.215621 26.073605
22.504673 26.612231
22.035105 25.971851
22.127618 26.783355
21.370516 26.264310
21.679067 26.562172
21.817533 25.991256
21.897317 26.575287
22.148787 26.289103
22.140659 26.551430
22.310555 25.416806
21.297471 26.310807
21.362607 25.822324
21.124994 25.264354
20.805397 25.220812
20.299510 25.582056
20.701502 25.978708
21.303089 25.729961
21.373785 26.043210
21.773885 26.940392
23.195443 26.560472
22.482750 25.801782
22.839387 26.410453
23.443207 26.972190
23.220393 25.893178
23.142036 27.171990
23.336712 26.206819
23.405793 25.890690
24.235043 26.381916
24.525770 26.518997
24.557811 26.375352
25.437147 26.734728
25.488786 26.576578
26.055710 26.949718
24.576745 26.150484
24.738082 25.672164
24.382687 27.071627
24.644673 26.190693
25.151502 26.007157
25.071134 26.817044
24.351472 26.747557
23.844671 26.770293
24.466741 26.627506
24.587271 26.248360
24.011574 25.819510
23.800215 26.124304
24.361063 25.629366
23.797594 25.461269
23.767186 25.635861
24.473904 25.353346
23.908345 25.205880
23.348325 26.414835
23.365484 26.521852
23.591237 26.210633
23.717682 26.662046
22.884315 26.080871
23.860372 25.874824
23.579425 25.957945
23.565469 25.759635
23.749104 25.323555
23.294357 25.492536
23.548773 26.165090
22.323601 25.767910
22.425398 26.838652
22.672340 25.856706
23.999838 25.623246
24.146479 25.611181
23.789581 25.518252
24.224394 25.230375
24.195561 26.500193
24.196637 26.359702
24.319149 25.300573
25.348791 24.972136
25.719670 24.505118
25.313404 24.701073
25.551329 24.740178
25.321304 25.062292
25.133189 25.797007
25.935061 25.261948
25.878783 26.086125
25.261262 25.951941
24.769590 26.395540
24.812794 26.494961
24.291035 27.702278
25.027748 26.690250
25.439191 26.893268
25.380866 26.594208
25.380346 26.420067
24.434369 25.150742
24.065177 25.854535
24.020053 25.913049
24.385969 25.705684
24.664644 26.201562
24.759820 25.941731
24.415743 25.345802
24.623044 25.912963
24.444154 26.338526
24.799686 26.105916
24.547341 26.725957
25.650574 26.458773
24.542607 26.025846
25.251200 26.199631
24.932166 26.403462
24.042992 26.212873
24.357439 26.359716
25.282600 27.159753
25.205703 26.688364
25.744420 26.150423
26.726758 25.822910
26.664796 25.176974
27.070326 25.980005
26.778614 25.474092
26.635355 26.407013
28.021751 26.817667
27.087484 25.955885
26.555763 26.791824
26.599664 26.100660
27.269324 26.548309
27.357150 26.217877
27.277040 26.839840
27.332080 26.520582
26.531862 26.527918
25.416437 26.565811
25.640413 26.464156
25.650369 26.493322
25.212790 26.183786
25.138810 25.727460
26.614978 26.481555
26.779572 26.111768
25.162814 26.368613
25.579976 26.812676
25.681803 26.376480
24.367229 26.959484
24.242548 26.821447
24.682173 26.679329
25.157647 26.537585
24.419165 27.315598
25.465408 26.462848
25.481306 27.067272
25.340002 26.339049
24.534267 26.531399
24.857743 26.283503
23.529584 26.641436
23.778708 26.035714
24.335547 26.321310
24.313925 26.073014
24.134500 26.466648
24.679073 26.111914
24.836878 26.389318
23.848128 25.952755
24.253027 27.374880
24.257298 26.879695
25.013703 26.503368
23.561979 26.972951
23.880966 26.855119
25.251107 27.566134
24.430360 27.938568
23.970204 27.259034
23.911372 26.654296
23.653340 25.944935
24.045307 26.734408
25.040821 26.861997
24.695351 26.674397
23.370667 26.658621
23.886267 27.038529
25.068471 26.307153
24.317866 26.659459
23.544611 27.515537
23.551153 27.589366
24.155903 26.879356
23.609186 26.797178
23.826162 27.421256
23.713941 27.966792
25.228564 27.603830
23.689820 27.526010
24.302699 27.268422
23.694349 27.135804
23.809355 28.058674
23.713293 27.271507
23.913862 27.308303
24.651850 28.022932
25.443760 27.779007
25.520702 27.592076
25.157903 26.977338
25.142045 26.336195
25.741343 26.836390
25.333327 26.910377
25.911362 27.730215
25.419032 26.592147
25.716198 26.478064
24.670552 26.226250
24.729755 27.606590
24.120363 27.092234
24.022973 27.479244
23.972829 27.691073
24.148719 27.516707
24.693607 28.186283
24.554192 27.497542
24.224089 26.560824
25.230864 26.352078
24.741986 27.052861
23.438021 26.665692
24.459313 26.241193
23.779052 26.248647
25.643672 25.899232
26.056413 26.684816
25.875880 25.803822
26.070927 25.940815
25.859778 25.635122
25.290187 25.588052
25.555395 26.202457
26.750324 25.846924
26.056907 26.669668
27.031560 25.770024
26.352854 24.839222
27.329366 24.830722
26.996309 24.817508
26.567914 25.963225
26.377793 25.998385
26.236217 25.841669
25.983927 26.289584
25.658363 26.386042
26.109842 26.423828
26.916773 26.318961
26.574900 26.132727
27.729215 25.725800
27.575071 26.765165
27.416817 25.964734
27.899072 26.690788
27.359830 26.529339
26.253029 27.642343
27.332937 27.094298
27.115922 26.980046
27.862449 26.868862
26.680554 26.678114
27.394032 26.947496
27.443648 26.931426
27.403965 27.388905
27.040435 26.097535
27.996010 26.258217
27.910083 25.871914
27.741107 26.452677
28.328115 27.593131
27.898307 27.483040
28.068066 26.949993
27.874107 27.306035
27.278074 27.744523
27.439413 26.907032
26.191056 27.323485
27.364653 26.404845
27.473730 26.506170
27.065479 26.955386
26.295689 26.414493
25.499780 27.298857
24.139318 27.559706
24.624471 27.207013
25.103930 28.198932
25.004936 27.757284
24.262558 27.429126
24.530731 27.419319
23.850581 27.621061
25.378641 27.743630
25.176784 28.104148
25.072343 27.257292
24.955682 26.593511
26.046098 27.212752
25.568824 26.934534
25.780448 26.815782
25.628077 26.836476
25.630344 27.797597
26.247327 26.603340
25.643639 26.463486
25.475072 26.541842
26.523268 25.222401
27.010696 25.304875
27.861317 24.778649
27.177272 25.016812
27.306356 25.393273
27.549707 25.423125
27.831731 24.933319
27.691592 25.907633
27.567490 25.705222
28.096392 25.838512
27.957138 25.923413
27.739469 27.396535
26.725101 26.857688
25.974126 27.045876
25.892200 26.369245
25.792491 26.958661
24.671542 27.197267
25.077373 26.573126
24.912004 26.135361
24.198916 26.746793
24.735128 25.918029
25.494121 25.755431
25.146971 26.490473
25.643616 26.622681
26.232055 26.706153
27.120720 26.730613
26.508353 26.498418
25.774119 27.105733
26.718710 26.679948
27.705957 27.040662
28.286564 27.030447
28.396425 27.288572
28.221228 27.781504
27.027809 26.991928
27.924875 27.222828
27.611683 27.751766
27.859902 27.452887
27.180721 27.434676
26.102020 26.928380
27.371255 26.785957
27.992365 26.403751
